nodeName	altName	nodeAttr[nodesPresent, ]
SDCBPP3	NA	green
SDCCAG8	NA	red
SDE2	NA	turquoise
SDF2	NA	yellow
SDF2L1	NA	turquoise
SDF4	NA	yellow
SDHA	NA	turquoise
SDHAF1	NA	turquoise
SDHAF2	NA	turquoise
SDHAF3	NA	turquoise
SDHAF4	NA	turquoise
SDHAP1	NA	turquoise
SDHAP2	NA	turquoise
SDHAP3	NA	turquoise
SDHAP4	NA	turquoise
SDHB	NA	red
SDHC	NA	turquoise
SDHD	NA	turquoise
SDHDP2	NA	grey
SDHDP3	NA	turquoise
SDHDP6	NA	grey
SDK1	NA	brown
SDK2	NA	turquoise
SDR16C5	NA	grey
SDR39U1	NA	turquoise
SDR42E1	NA	turquoise
SDR42E1P1	NA	turquoise
SDR42E1P5	NA	grey
SDR42E2	NA	grey
SDS	NA	brown
SDSL	NA	grey
SEBOX	NA	grey
SEC11A	NA	turquoise
SEC11C	NA	turquoise
SEC13	NA	red
SEC13P1	NA	grey
SEC14L1	NA	brown
SEC14L1P1	NA	turquoise
SEC14L2	NA	turquoise
SEC14L3	NA	grey
SEC14L4	NA	turquoise
SEC14L5	NA	grey
SEC16A	NA	turquoise
SEC16B	NA	green
SEC1P	NA	blue
SEC22A	NA	turquoise
SEC22B	NA	red
SEC22B2P	NA	turquoise
SEC22B3P	NA	turquoise
SEC22B4P	NA	turquoise
SEC22C	NA	turquoise
SEC23A	NA	yellow
SEC23A-AS1	NA	grey
SEC23B	NA	green
SEC23IP	NA	turquoise
SEC24A	NA	turquoise
SEC24B	NA	yellow
SEC24B-AS1	NA	turquoise
SEC24C	NA	turquoise
SEC24D	NA	green
SEC31A	NA	turquoise
SEC31B	NA	turquoise
SEC61A1	NA	turquoise
SEC61A2	NA	yellow
SEC61B	NA	turquoise
SEC61G	NA	blue
SEC62	NA	turquoise
SEC62-AS1	NA	grey
SEC63	NA	turquoise
SEC63P1	NA	grey
SECISBP2	NA	turquoise
SECISBP2L	NA	turquoise
SECTM1	NA	blue
SEH1L	NA	turquoise
SEL1L	NA	green
SEL1L3	NA	turquoise
SELE	NA	turquoise
SELENBP1	NA	yellow
SELENOF	NA	turquoise
SELENOH	NA	turquoise
SELENOI	NA	turquoise
SELENOK	NA	turquoise
SELENOM	NA	turquoise
SELENON	NA	turquoise
SELENOO	NA	red
SELENOO-AS1	NA	turquoise
SELENOP	NA	grey
SELENOS	NA	turquoise
SELENOT	NA	red
SELENOTP1	NA	grey
SELENOW	NA	blue
SELL	NA	brown
SELP	NA	turquoise
SELPLG	NA	brown
SEM1	NA	blue
SEMA3A	NA	turquoise
SEMA3B	NA	brown
SEMA3C	NA	turquoise
SEMA3D	NA	red
SEMA3F	NA	turquoise
SEMA3F-AS1	NA	yellow
SEMA3G	NA	turquoise
SEMA4A	NA	brown
SEMA4B	NA	brown
SEMA4C	NA	blue
SEMA4D	NA	green
SEMA4F	NA	turquoise
SEMA4G	NA	turquoise
SEMA5A	NA	blue
SEMA5B	NA	turquoise
SEMA6A	NA	turquoise
SEMA6A-AS1	NA	turquoise
SEMA6A-AS2	NA	turquoise
SEMA6B	NA	brown
SEMA6C	NA	blue
SEMA6D	NA	grey
SEMA7A	NA	turquoise
SEMG1	NA	blue
SENCR	NA	turquoise
SENP1	NA	turquoise
SENP2	NA	yellow
SENP3	NA	turquoise
SENP3-EIF4A1	NA	green
SENP5	NA	turquoise
SENP6	NA	yellow
SENP7	NA	turquoise
SENP8	NA	grey
SEPHS1	NA	turquoise
SEPHS1P1	NA	blue
SEPHS2	NA	turquoise
SEPSECS	NA	turquoise
SEPSECS-AS1	NA	turquoise
SEPTIN1	NA	turquoise
SEPTIN10	NA	red
SEPTIN11	NA	blue
SEPTIN12	NA	grey
SEPTIN14P19	NA	brown
SEPTIN14P2	NA	turquoise
SEPTIN14P21	NA	grey
SEPTIN14P22	NA	grey
SEPTIN14P3	NA	grey
SEPTIN14P5	NA	blue
SEPTIN14P6	NA	blue
SEPTIN14P8	NA	grey
SEPTIN2	NA	turquoise
SEPTIN3	NA	grey
SEPTIN4	NA	turquoise
SEPTIN4-AS1	NA	turquoise
SEPTIN5	NA	turquoise
SEPTIN6	NA	turquoise
SEPTIN7	NA	turquoise
SEPTIN7-DT	NA	grey
SEPTIN7P1	NA	grey
SEPTIN7P11	NA	grey
SEPTIN7P13	NA	turquoise
SEPTIN7P14	NA	yellow
SEPTIN7P2	NA	turquoise
SEPTIN7P8	NA	grey
SEPTIN7P9	NA	turquoise
SEPTIN8	NA	turquoise
SEPTIN9	NA	turquoise
SEPTIN9-DT	NA	grey
SERAC1	NA	turquoise
SERBP1	NA	turquoise
SERBP1P1	NA	turquoise
SERBP1P3	NA	blue
SERBP1P5	NA	turquoise
SERBP1P6	NA	grey
SERF1A	NA	blue
SERF1B	NA	turquoise
SERF2	NA	blue
SERGEF	NA	turquoise
SERHL	NA	grey
SERHL2	NA	blue
SERINC1	NA	green
SERINC2	NA	turquoise
SERINC3	NA	green
SERINC4	NA	turquoise
SERINC5	NA	turquoise
SERP1	NA	turquoise
SERP2	NA	blue
SERPINA1	NA	brown
SERPINA10	NA	grey
SERPINA11	NA	grey
SERPINA2	NA	grey
SERPINA3	NA	turquoise
SERPINA4	NA	grey
SERPINA5	NA	grey
SERPINA6	NA	grey
SERPINA9	NA	grey
SERPINB1	NA	brown
SERPINB10	NA	blue
SERPINB2	NA	blue
SERPINB6	NA	turquoise
SERPINB8	NA	red
SERPINB9	NA	turquoise
SERPINB9P1	NA	turquoise
SERPINC1	NA	grey
SERPIND1	NA	grey
SERPINE1	NA	yellow
SERPINE2	NA	blue
SERPINE3	NA	grey
SERPINF1	NA	turquoise
SERPINF2	NA	turquoise
SERPING1	NA	turquoise
SERPINH1	NA	blue
SERPINI1	NA	blue
SERPINI2	NA	blue
SERTAD1	NA	blue
SERTAD2	NA	turquoise
SERTAD3	NA	brown
SERTAD3-AS1	NA	grey
SESN1	NA	turquoise
SESN2	NA	grey
SESN3	NA	turquoise
SESTD1	NA	turquoise
SET	NA	turquoise
SETBP1	NA	turquoise
SETBP1-DT	NA	turquoise
SETD1A	NA	turquoise
SETD1B	NA	green
SETD2	NA	yellow
SETD3	NA	turquoise
SETD4	NA	turquoise
SETD5	NA	turquoise
SETD6	NA	turquoise
SETD7	NA	green
SETD9	NA	blue
SETDB1	NA	yellow
SETDB2	NA	turquoise
SETMAR	NA	turquoise
SETP14	NA	red
SETP17	NA	grey
SETP20	NA	grey
SETP9	NA	turquoise
SETX	NA	yellow
SEZ6	NA	grey
SEZ6L	NA	yellow
SEZ6L2	NA	grey
SF1	NA	yellow
SF1-DT	NA	grey
SF3A1	NA	green
SF3A2	NA	turquoise
SF3A3	NA	turquoise
SF3A3P1	NA	turquoise
SF3B1	NA	yellow
SF3B2	NA	yellow
SF3B3	NA	turquoise
SF3B4	NA	green
SF3B5	NA	turquoise
SF3B6	NA	turquoise
SFI1	NA	turquoise
SFMBT1	NA	turquoise
SFMBT2	NA	turquoise
SFN	NA	turquoise
SFPQ	NA	turquoise
SFR1	NA	turquoise
SFR1P1	NA	turquoise
SFRP1	NA	blue
SFRP2	NA	blue
SFRP4	NA	grey
SFRP5	NA	blue
SFSWAP	NA	turquoise
SFT2D1	NA	turquoise
SFT2D2	NA	turquoise
SFTPB	NA	brown
SFTPD	NA	turquoise
SFXN1	NA	turquoise
SFXN2	NA	turquoise
SFXN3	NA	turquoise
SFXN4	NA	turquoise
SFXN5	NA	brown
SGCA	NA	turquoise
SGCB	NA	turquoise
SGCD	NA	turquoise
SGCE	NA	turquoise
SGCG	NA	grey
SGF29	NA	turquoise
SGIP1	NA	turquoise
SGK1	NA	brown
SGK2	NA	turquoise
SGK3	NA	turquoise
SGMS1	NA	yellow
SGMS1-AS1	NA	turquoise
SGMS2	NA	brown
SGO1	NA	turquoise
SGO1-AS1	NA	blue
SGO2	NA	turquoise
SGPL1	NA	green
SGPP1	NA	turquoise
SGPP2	NA	turquoise
SGSH	NA	turquoise
SGSM1	NA	blue
SGSM2	NA	turquoise
SGSM2-AS1	NA	turquoise
SGSM3	NA	turquoise
SGTA	NA	turquoise
SGTB	NA	yellow
SH2B1	NA	turquoise
SH2B2	NA	blue
SH2B3	NA	brown
SH2D1A	NA	blue
SH2D1B	NA	blue
SH2D2A	NA	blue
SH2D3A	NA	turquoise
SH2D3C	NA	brown
SH2D4A	NA	blue
SH2D4B	NA	blue
SH2D6	NA	turquoise
SH2D7	NA	blue
SH3BGR	NA	blue
SH3BGRL	NA	turquoise
SH3BGRL2	NA	green
SH3BGRL3	NA	brown
SH3BP1	NA	yellow
SH3BP2	NA	green
SH3BP4	NA	turquoise
SH3BP5	NA	turquoise
SH3BP5-AS1	NA	turquoise
SH3BP5L	NA	brown
SH3D19	NA	turquoise
SH3D21	NA	grey
SH3GL1	NA	brown
SH3GL1P1	NA	turquoise
SH3GL1P2	NA	grey
SH3GL1P3	NA	grey
SH3GLB1	NA	brown
SH3GLB2	NA	turquoise
SH3KBP1	NA	green
SH3PXD2A	NA	turquoise
SH3PXD2A-AS1	NA	grey
SH3PXD2B	NA	brown
SH3RF1	NA	blue
SH3RF2	NA	turquoise
SH3RF3	NA	brown
SH3RF3-AS1	NA	grey
SH3TC1	NA	turquoise
SH3TC2	NA	turquoise
SH3TC2-DT	NA	turquoise
SH3YL1	NA	turquoise
SHANK1	NA	yellow
SHANK2	NA	grey
SHANK3	NA	yellow
SHARPIN	NA	brown
SHB	NA	grey
SHBG	NA	turquoise
SHC1	NA	turquoise
SHC1P2	NA	blue
SHC2	NA	grey
SHC3	NA	turquoise
SHC4	NA	brown
SHCBP1	NA	grey
SHD	NA	green
SHE	NA	yellow
SHF	NA	turquoise
SHFL	NA	turquoise
SHH	NA	grey
SHISA2	NA	turquoise
SHISA3	NA	grey
SHISA4	NA	green
SHISA5	NA	brown
SHISA7	NA	grey
SHISA8	NA	turquoise
SHISA9	NA	grey
SHISAL2A	NA	turquoise
SHKBP1	NA	brown
SHLD1	NA	turquoise
SHLD2	NA	turquoise
SHLD2P1	NA	turquoise
SHLD2P2	NA	turquoise
SHLD2P3	NA	brown
SHLD3	NA	turquoise
SHMT1	NA	turquoise
SHMT2	NA	turquoise
SHOC1	NA	blue
SHOC2	NA	brown
SHOX2	NA	grey
SHPK	NA	turquoise
SHPRH	NA	turquoise
SHQ1	NA	turquoise
SHQ1P1	NA	grey
SHROOM1	NA	brown
SHROOM2	NA	blue
SHROOM3	NA	turquoise
SHROOM3-AS1	NA	turquoise
SHROOM4	NA	turquoise
SHTN1	NA	brown
SIAE	NA	turquoise
SIAH1	NA	brown
SIAH2	NA	turquoise
SIAH2-AS1	NA	grey
SIAH3	NA	turquoise
SIDT1	NA	blue
SIDT1-AS1	NA	grey
SIDT2	NA	turquoise
SIGIRR	NA	blue
SIGLEC1	NA	turquoise
SIGLEC10	NA	brown
SIGLEC10-AS1	NA	blue
SIGLEC11	NA	blue
SIGLEC12	NA	blue
SIGLEC14	NA	grey
SIGLEC15	NA	blue
SIGLEC16	NA	red
SIGLEC17P	NA	blue
SIGLEC18P	NA	turquoise
SIGLEC20P	NA	grey
SIGLEC22P	NA	yellow
SIGLEC29P	NA	grey
SIGLEC5	NA	brown
SIGLEC6	NA	turquoise
SIGLEC7	NA	brown
SIGLEC8	NA	turquoise
SIGLEC9	NA	brown
SIGMAR1	NA	turquoise
SIK1	NA	turquoise
SIK2	NA	turquoise
SIK3	NA	yellow
SIKE1	NA	turquoise
SIL1	NA	turquoise
SIMC1	NA	turquoise
SIN3A	NA	turquoise
SIN3B	NA	yellow
SINHCAF	NA	turquoise
SINHCAFP2	NA	grey
SIPA1	NA	brown
SIPA1L1	NA	brown
SIPA1L1-AS1	NA	turquoise
SIPA1L2	NA	brown
SIPA1L3	NA	turquoise
SIRPA	NA	brown
SIRPAP1	NA	brown
SIRPB1	NA	brown
SIRPB2	NA	brown
SIRPB3P	NA	turquoise
SIRPD	NA	brown
SIRPG	NA	turquoise
SIRPG-AS1	NA	turquoise
SIRT1	NA	turquoise
SIRT2	NA	turquoise
SIRT3	NA	turquoise
SIRT4	NA	turquoise
SIRT5	NA	turquoise
SIRT6	NA	green
SIRT7	NA	green
SIT1	NA	turquoise
SIVA1	NA	turquoise
SIX1	NA	brown
SIX3	NA	grey
SIX4	NA	turquoise
SIX5	NA	turquoise
SKA1	NA	blue
SKA2	NA	blue
SKA3	NA	brown
SKAP1	NA	blue
SKAP1-AS1	NA	blue
SKAP1-AS2	NA	yellow
SKAP2	NA	brown
SKI	NA	green
SKIDA1	NA	grey
SKIL	NA	green
SKIV2L	NA	yellow
SKOR1	NA	grey
SKP1	NA	turquoise
SKP1P1	NA	grey
SKP2	NA	turquoise
SLA	NA	brown
SLA2	NA	blue
SLAIN1	NA	turquoise
SLAIN2	NA	turquoise
SLAMF1	NA	turquoise
SLAMF6	NA	turquoise
SLAMF7	NA	blue
SLAMF8	NA	blue
SLAMF9	NA	brown
SLBP	NA	green
SLC10A1	NA	grey
SLC10A3	NA	turquoise
SLC10A4	NA	grey
SLC10A5	NA	blue
SLC10A7	NA	turquoise
SLC11A1	NA	brown
SLC11A2	NA	turquoise
SLC12A1	NA	yellow
SLC12A2	NA	turquoise
SLC12A2-DT	NA	turquoise
SLC12A3	NA	turquoise
SLC12A4	NA	yellow
SLC12A5	NA	grey
SLC12A5-AS1	NA	blue
SLC12A6	NA	brown
SLC12A7	NA	turquoise
SLC12A8	NA	turquoise
SLC12A9	NA	brown
SLC12A9-AS1	NA	grey
SLC13A3	NA	blue
SLC13A4	NA	turquoise
SLC13A5	NA	turquoise
SLC14A1	NA	blue
SLC14A2	NA	blue
SLC15A2	NA	turquoise
SLC15A3	NA	brown
SLC15A4	NA	brown
SLC16A1	NA	turquoise
SLC16A1-AS1	NA	turquoise
SLC16A10	NA	turquoise
SLC16A11	NA	blue
SLC16A13	NA	turquoise
SLC16A14	NA	turquoise
SLC16A2	NA	blue
SLC16A3	NA	brown
SLC16A4	NA	yellow
SLC16A4-AS1	NA	turquoise
SLC16A5	NA	brown
SLC16A6	NA	green
SLC16A6P1	NA	turquoise
SLC16A7	NA	turquoise
SLC16A8	NA	turquoise
SLC17A1	NA	grey
SLC17A3	NA	turquoise
SLC17A5	NA	turquoise
SLC17A7	NA	grey
SLC17A9	NA	turquoise
SLC18A1	NA	grey
SLC18A2	NA	turquoise
SLC18A2-AS1	NA	yellow
SLC18A3	NA	blue
SLC18B1	NA	turquoise
SLC19A1	NA	brown
SLC19A2	NA	turquoise
SLC19A3	NA	grey
SLC1A1	NA	green
SLC1A2	NA	turquoise
SLC1A3	NA	blue
SLC1A4	NA	blue
SLC1A5	NA	turquoise
SLC1A6	NA	grey
SLC1A7	NA	blue
SLC20A1	NA	turquoise
SLC20A1-DT	NA	turquoise
SLC20A1P2	NA	grey
SLC20A2	NA	turquoise
SLC22A1	NA	brown
SLC22A13	NA	grey
SLC22A14	NA	grey
SLC22A15	NA	brown
SLC22A16	NA	brown
SLC22A17	NA	turquoise
SLC22A18	NA	brown
SLC22A18AS	NA	blue
SLC22A20P	NA	turquoise
SLC22A23	NA	turquoise
SLC22A25	NA	yellow
SLC22A3	NA	yellow
SLC22A31	NA	grey
SLC22A4	NA	brown
SLC22A5	NA	turquoise
SLC22A7	NA	grey
SLC23A1	NA	red
SLC23A2	NA	red
SLC23A3	NA	turquoise
SLC24A1	NA	turquoise
SLC24A2	NA	yellow
SLC24A3	NA	yellow
SLC24A4	NA	brown
SLC24A5	NA	grey
SLC25A1	NA	turquoise
SLC25A10	NA	grey
SLC25A11	NA	brown
SLC25A12	NA	turquoise
SLC25A13	NA	turquoise
SLC25A14	NA	turquoise
SLC25A14P1	NA	brown
SLC25A15	NA	turquoise
SLC25A16	NA	turquoise
SLC25A17	NA	turquoise
SLC25A18	NA	grey
SLC25A19	NA	turquoise
SLC25A1P1	NA	green
SLC25A1P5	NA	grey
SLC25A20	NA	turquoise
SLC25A21-AS1	NA	grey
SLC25A22	NA	turquoise
SLC25A23	NA	turquoise
SLC25A24	NA	turquoise
SLC25A24P1	NA	grey
SLC25A25	NA	turquoise
SLC25A25-AS1	NA	turquoise
SLC25A26	NA	blue
SLC25A27	NA	grey
SLC25A28	NA	turquoise
SLC25A28-DT	NA	grey
SLC25A29	NA	red
SLC25A3	NA	turquoise
SLC25A30	NA	turquoise
SLC25A30-AS1	NA	grey
SLC25A32	NA	blue
SLC25A33	NA	blue
SLC25A34	NA	turquoise
SLC25A35	NA	turquoise
SLC25A36	NA	turquoise
SLC25A36P1	NA	turquoise
SLC25A37	NA	blue
SLC25A38	NA	turquoise
SLC25A39	NA	green
SLC25A4	NA	turquoise
SLC25A40	NA	turquoise
SLC25A41	NA	grey
SLC25A42	NA	blue
SLC25A43	NA	turquoise
SLC25A44	NA	brown
SLC25A45	NA	turquoise
SLC25A46	NA	turquoise
SLC25A47	NA	turquoise
SLC25A47P1	NA	grey
SLC25A5	NA	turquoise
SLC25A5-AS1	NA	turquoise
SLC25A51	NA	turquoise
SLC25A52	NA	grey
SLC25A53	NA	turquoise
SLC25A53P1	NA	turquoise
SLC25A5P1	NA	grey
SLC25A6	NA	turquoise
SLC26A1	NA	turquoise
SLC26A10	NA	turquoise
SLC26A11	NA	turquoise
SLC26A2	NA	turquoise
SLC26A4	NA	yellow
SLC26A4-AS1	NA	brown
SLC26A5	NA	grey
SLC26A6	NA	turquoise
SLC26A7	NA	turquoise
SLC26A8	NA	blue
SLC27A1	NA	red
SLC27A2	NA	brown
SLC27A3	NA	turquoise
SLC27A4	NA	turquoise
SLC27A5	NA	blue
SLC28A1	NA	brown
SLC28A2-AS1	NA	turquoise
SLC28A3	NA	grey
SLC29A1	NA	turquoise
SLC29A2	NA	turquoise
SLC29A3	NA	grey
SLC29A4	NA	brown
SLC2A1	NA	blue
SLC2A1-DT	NA	grey
SLC2A10	NA	turquoise
SLC2A11	NA	turquoise
SLC2A12	NA	grey
SLC2A13	NA	turquoise
SLC2A14	NA	blue
SLC2A3	NA	brown
SLC2A3P1	NA	grey
SLC2A3P2	NA	grey
SLC2A3P4	NA	grey
SLC2A4	NA	turquoise
SLC2A4RG	NA	blue
SLC2A5	NA	yellow
SLC2A6	NA	turquoise
SLC2A8	NA	blue
SLC2A9	NA	brown
SLC2A9-AS1	NA	turquoise
SLC30A1	NA	turquoise
SLC30A10	NA	grey
SLC30A4	NA	turquoise
SLC30A5	NA	turquoise
SLC30A6	NA	turquoise
SLC30A6-DT	NA	yellow
SLC30A7	NA	turquoise
SLC30A8	NA	grey
SLC30A9	NA	turquoise
SLC31A1	NA	brown
SLC31A1P1	NA	blue
SLC31A2	NA	blue
SLC33A1	NA	turquoise
SLC34A1	NA	blue
SLC34A3	NA	grey
SLC35A1	NA	turquoise
SLC35A2	NA	yellow
SLC35A3	NA	turquoise
SLC35A4	NA	turquoise
SLC35A5	NA	turquoise
SLC35B1	NA	turquoise
SLC35B2	NA	turquoise
SLC35B3	NA	turquoise
SLC35B4	NA	turquoise
SLC35C1	NA	turquoise
SLC35C2	NA	turquoise
SLC35D1	NA	turquoise
SLC35D2	NA	blue
SLC35D3	NA	grey
SLC35E1	NA	turquoise
SLC35E1P1	NA	grey
SLC35E2A	NA	turquoise
SLC35E2B	NA	turquoise
SLC35E3	NA	turquoise
SLC35E4	NA	grey
SLC35F2	NA	turquoise
SLC35F3	NA	turquoise
SLC35F4	NA	grey
SLC35F5	NA	turquoise
SLC35F6	NA	turquoise
SLC35G1	NA	blue
SLC35G2	NA	turquoise
SLC35G3	NA	grey
SLC35G5	NA	grey
SLC35G6	NA	yellow
SLC36A1	NA	brown
SLC36A4	NA	turquoise
SLC37A1	NA	turquoise
SLC37A2	NA	brown
SLC37A3	NA	green
SLC37A4	NA	turquoise
SLC38A1	NA	turquoise
SLC38A10	NA	green
SLC38A11	NA	turquoise
SLC38A2	NA	turquoise
SLC38A2-AS1	NA	grey
SLC38A4	NA	green
SLC38A4-AS1	NA	turquoise
SLC38A5	NA	green
SLC38A6	NA	turquoise
SLC38A7	NA	turquoise
SLC38A9	NA	turquoise
SLC39A1	NA	blue
SLC39A10	NA	turquoise
SLC39A11	NA	turquoise
SLC39A13	NA	turquoise
SLC39A14	NA	turquoise
SLC39A3	NA	turquoise
SLC39A4	NA	blue
SLC39A5	NA	grey
SLC39A6	NA	turquoise
SLC39A7	NA	turquoise
SLC39A8	NA	turquoise
SLC39A9	NA	turquoise
SLC3A1	NA	turquoise
SLC3A2	NA	turquoise
SLC40A1	NA	brown
SLC41A1	NA	turquoise
SLC41A2	NA	turquoise
SLC41A3	NA	turquoise
SLC41A3-AS1	NA	blue
SLC43A1	NA	turquoise
SLC43A2	NA	brown
SLC43A3	NA	green
SLC44A1	NA	turquoise
SLC44A2	NA	brown
SLC44A3	NA	blue
SLC44A3-AS1	NA	grey
SLC44A5	NA	yellow
SLC45A1	NA	turquoise
SLC45A2	NA	grey
SLC45A3	NA	turquoise
SLC45A4	NA	brown
SLC46A1	NA	turquoise
SLC46A2	NA	blue
SLC46A3	NA	yellow
SLC47A1	NA	turquoise
SLC47A2	NA	grey
SLC48A1	NA	brown
SLC49A3	NA	blue
SLC49A4	NA	brown
SLC4A1	NA	green
SLC4A10	NA	turquoise
SLC4A11	NA	grey
SLC4A1AP	NA	green
SLC4A1APP1	NA	blue
SLC4A2	NA	turquoise
SLC4A3	NA	turquoise
SLC4A4	NA	blue
SLC4A5	NA	turquoise
SLC4A7	NA	turquoise
SLC4A8	NA	turquoise
SLC4A9	NA	grey
SLC50A1	NA	turquoise
SLC51A	NA	green
SLC52A1	NA	turquoise
SLC52A2	NA	turquoise
SLC52A3	NA	blue
SLC5A10	NA	turquoise
SLC5A11	NA	brown
SLC5A2	NA	turquoise
SLC5A3	NA	turquoise
SLC5A4-AS1	NA	brown
SLC5A5	NA	turquoise
SLC5A6	NA	turquoise
SLC5A9	NA	blue
SLC66A1	NA	brown
SLC66A2	NA	brown
SLC66A3	NA	turquoise
SLC6A11	NA	grey
SLC6A12	NA	turquoise
SLC6A13	NA	blue
SLC6A14	NA	turquoise
SLC6A16	NA	turquoise
SLC6A20	NA	blue
SLC6A3	NA	blue
SLC6A4	NA	yellow
SLC6A6	NA	brown
SLC6A8	NA	yellow
SLC6A9	NA	grey
SLC7A1	NA	turquoise
SLC7A10	NA	grey
SLC7A11	NA	blue
SLC7A11-AS1	NA	grey
SLC7A14-AS1	NA	grey
SLC7A2	NA	turquoise
SLC7A3	NA	grey
SLC7A4	NA	grey
SLC7A5	NA	turquoise
SLC7A5P2	NA	grey
SLC7A6	NA	turquoise
SLC7A6OS	NA	turquoise
SLC7A7	NA	brown
SLC7A8	NA	turquoise
SLC7A9	NA	blue
SLC8A1	NA	brown
SLC8A1-AS1	NA	grey
SLC8A2	NA	turquoise
SLC8A3	NA	grey
SLC8B1	NA	brown
SLC9A1	NA	brown
SLC9A2	NA	grey
SLC9A3	NA	turquoise
SLC9A3-AS1	NA	turquoise
SLC9A3P3	NA	turquoise
SLC9A3R1	NA	turquoise
SLC9A3R1-AS1	NA	green
SLC9A3R2	NA	brown
SLC9A4	NA	grey
SLC9A5	NA	turquoise
SLC9A6	NA	turquoise
SLC9A7	NA	turquoise
SLC9A7P1	NA	brown
SLC9A8	NA	green
SLC9A9	NA	turquoise
SLC9B1	NA	blue
SLC9B2	NA	turquoise
SLC9C2	NA	brown
SLCO2A1	NA	turquoise
SLCO2B1	NA	yellow
SLCO3A1	NA	brown
SLCO4A1	NA	turquoise
SLCO4A1-AS1	NA	turquoise
SLCO4A1-AS2	NA	turquoise
SLCO4C1	NA	turquoise
SLCO5A1	NA	green
SLCO5A1-AS1	NA	grey
SLED1	NA	turquoise
SLF1	NA	turquoise
SLF2	NA	turquoise
SLFN11	NA	turquoise
SLFN12	NA	turquoise
SLFN12L	NA	blue
SLFN13	NA	blue
SLFN14	NA	blue
SLFN5	NA	turquoise
SLFNL1	NA	blue
SLFNL1-AS1	NA	brown
SLIRP	NA	turquoise
SLIT1	NA	brown
SLIT2	NA	blue
SLIT3	NA	grey
SLIT3-AS2	NA	grey
SLITRK4	NA	brown
SLITRK5	NA	turquoise
SLK	NA	turquoise
SLMAP	NA	green
SLPI	NA	blue
SLTM	NA	turquoise
SLU7	NA	turquoise
SLX1A	NA	yellow
SLX1A-SULT1A3	NA	turquoise
SLX1B	NA	blue
SLX1B-SULT1A4	NA	turquoise
SLX4	NA	turquoise
SLX4IP	NA	yellow
SLX9	NA	turquoise
SMAD1	NA	blue
SMAD2	NA	turquoise
SMAD3	NA	turquoise
SMAD4	NA	turquoise
SMAD5	NA	turquoise
SMAD6	NA	green
SMAD7	NA	blue
SMAD9	NA	turquoise
SMAGP	NA	turquoise
SMAP1	NA	turquoise
SMAP2	NA	brown
SMARCA1	NA	turquoise
SMARCA2	NA	turquoise
SMARCA4	NA	turquoise
SMARCA5	NA	turquoise
SMARCA5-AS1	NA	yellow
SMARCAD1	NA	turquoise
SMARCAL1	NA	turquoise
SMARCAL1-AS1	NA	grey
SMARCB1	NA	turquoise
SMARCC1	NA	turquoise
SMARCC2	NA	turquoise
SMARCD1	NA	turquoise
SMARCD2	NA	red
SMARCD3	NA	brown
SMARCE1	NA	turquoise
SMARCE1P1	NA	grey
SMARCE1P6	NA	brown
SMC1A	NA	turquoise
SMC1B	NA	grey
SMC2	NA	turquoise
SMC2-DT	NA	blue
SMC3	NA	turquoise
SMC3P1	NA	turquoise
SMC4	NA	turquoise
SMC5	NA	turquoise
SMC5-DT	NA	turquoise
SMC6	NA	turquoise
SMCHD1	NA	green
SMCO3	NA	blue
SMCO4	NA	turquoise
SMCR5	NA	green
SMCR8	NA	yellow
SMDT1	NA	turquoise
SMG1	NA	turquoise
SMG1-DT	NA	green
SMG1P1	NA	turquoise
SMG1P2	NA	turquoise
SMG1P3	NA	turquoise
SMG1P4	NA	blue
SMG1P5	NA	yellow
SMG1P6	NA	grey
SMG1P7	NA	turquoise
SMG5	NA	green
SMG6	NA	turquoise
SMG7	NA	green
SMG7-AS1	NA	grey
SMG8	NA	turquoise
SMG9	NA	turquoise
SMIM1	NA	yellow
SMIM10	NA	grey
SMIM10L1	NA	turquoise
SMIM10L2A	NA	turquoise
SMIM10L2B	NA	turquoise
SMIM10L2B-AS1	NA	grey
SMIM11	NA	turquoise
SMIM12	NA	turquoise
SMIM13	NA	blue
SMIM14	NA	turquoise
SMIM14-DT	NA	grey
SMIM15	NA	turquoise
SMIM15-AS1	NA	turquoise
SMIM17	NA	turquoise
SMIM18	NA	grey
SMIM19	NA	turquoise
SMIM2-AS1	NA	red
SMIM20	NA	blue
SMIM24	NA	red
SMIM26	NA	turquoise
SMIM27	NA	turquoise
SMIM29	NA	turquoise
SMIM3	NA	turquoise
SMIM30	NA	brown
SMIM33	NA	turquoise
SMIM34	NA	yellow
SMIM35	NA	turquoise
SMIM38	NA	grey
SMIM4	NA	turquoise
SMIM43	NA	grey
SMIM5	NA	blue
SMIM6	NA	blue
SMIM7	NA	turquoise
SMIM8	NA	turquoise
SMKR1	NA	blue
SMN1	NA	turquoise
SMN2	NA	turquoise
SMNDC1	NA	green
SMO	NA	grey
SMOC1	NA	grey
SMOC2	NA	grey
SMOX	NA	turquoise
SMPD1	NA	turquoise
SMPD2	NA	red
SMPD3	NA	turquoise
SMPD4	NA	turquoise
SMPD4BP	NA	turquoise
SMPD4P1	NA	turquoise
SMPD5	NA	blue
SMPDL3A	NA	blue
SMPDL3B	NA	blue
SMS	NA	red
SMTN	NA	turquoise
SMTNL1	NA	turquoise
SMU1	NA	turquoise
SMU1P1	NA	blue
SMUG1	NA	turquoise
SMURF1	NA	turquoise
SMURF2	NA	turquoise
