ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0097191	GO:0097191	extrinsic apoptotic signaling pathway	43/1648	224/18903	6.40433965342351e-07	2.42277767756319e-05	1.80611431725355e-05	ARHGEF2/BCL10/BCL2A1/BCL2L1/BCL2L11/BID/CFLAR/CTNNA1/DAPK1/DEDD2/FADD/FOXO3/G0S2/GABARAP/GSK3A/GSK3B/HSPA1A/HSPA1B/HYAL2/ICAM1/IFI27/IL12A/IL6R/ITPRIP/LTBR/MCL1/MKNK2/NOL3/PAK2/PTEN/PTPRC/RAF1/SORT1/SPI1/STK3/STRADB/TCF7L2/TGFB1/TMBIM1/TNFRSF10C/TNFRSF1A/TNFRSF1B/TNFSF10	43	MEbrown
GO:0030100	GO:0030100	regulation of endocytosis	41/1648	209/18903	6.41577521133692e-07	2.42277767756319e-05	1.80611431725355e-05	ARF1/ARRB2/BMP2K/CBL/CD14/CD151/CD300A/CD36/CD63/CDC42/DLG4/DRD3/F2RL1/FLOT1/HFE/HIP1/LRP1/LRPAP1/LRRK2/MCTP1/NR1H2/NUMB/PACSIN2/PICALM/PLCG2/PPP3CA/PPP3R1/PPT1/RAB31/RAB5A/RAB5B/RAB5C/RAC1/RIN3/SDCBP/SNCA/SPHK1/SYK/TSG101/UNC119/ZFYVE16	41	MEbrown
GO:0016197	GO:0016197	endosomal transport	46/1648	247/18903	6.50739216829812e-07	2.42547574733819e-05	1.80812565427993e-05	ACAP2/ANKRD50/AP5B1/ARFIP1/CHMP1A/CHMP2A/CHMP4B/CLTCL1/CMTM6/CORO1C/DENND1A/DENND5A/EHD1/EPS15L1/EVI5/LMTK2/LRRK2/LYST/NDRG4/NSG2/PICALM/RAB35/RAB41/RAB7A/REPS2/SLC66A2/SNX18/SNX27/SORL1/SORT1/SPAG9/SQSTM1/STX10/STX12/TBC1D10B/TBC1D14/TMCC1/TMEM50A/TOM1/TSG101/UBAP1/VAMP3/VPS37B/VPS37C/WAS/ZFYVE16	46	MEbrown
GO:0002460	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	62/1648	375/18903	6.67935387728515e-07	2.45925460569293e-05	1.83330686684432e-05	ARID5A/BCL10/BCL3/BCL6/C1RL/CCR2/CD1D/CD55/CEACAM1/CLEC4G/CLEC7A/CR1/CR1L/CSF2RB/CYRIB/FADD/FCGR1A/HFE/HLA-B/HLA-E/HLX/ICAM1/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/IL12A/IL12B/IL17RA/IL18/IL1R1/IL4I1/IL4R/IL6R/JAG1/JAK3/JUNB/KLRC1/LILRB4/MYD88/NFKB2/NFKBIZ/NLRP3/NOD2/NOTCH1/PRKCD/PTPN6/PTPRC/SEMA4A/SLC11A1/SLC15A4/STAT3/TCIRG1/TGFB1/TLR4/TLR8/TMEM98/TNFRSF1B/TNFSF13/UNC13D/WAS/ZBTB7B	62	MEbrown
GO:1902903	GO:1902903	regulation of supramolecular fiber organization	63/1648	384/18903	7.15541385688436e-07	2.61817037459042e-05	1.95177421450942e-05	ARAP1/ARF1/ARFIP1/ARHGEF10L/ARHGEF2/ARPC1A/ARPC1B/ARPC3/ARPC4/ARPC5/ARPIN/BAIAP2/CAPG/CAPZA2/CDC42/CDC42EP1/CDC42EP3/CDC42EP4/CORO1A/CRACD/CYFIP1/CYRIA/CYRIB/DBN1/F11R/F2RL1/FES/FGF13/FLII/GMFG/GRB2/GSN/HCK/HCLS1/HSPA1A/HSPA1B/ID1/LPAR1/MAPRE3/MID1IP1/MYADM/PAK1/PAK2/PFDN4/PPM1F/PRKCD/PSEN1/PSRC1/PXN/RAC1/RAPGEF3/RHOA/SLC9A1/SNCA/SSH2/SSH3/SVIL/TMOD1/TRIOBP/TRPV4/TWF2/VASP/WAS	63	MEbrown
GO:0016032	GO:0016032	viral process	67/1648	421/18903	9.86056074533029e-07	3.39699200881525e-05	2.53236438470409e-05	ADAR/ANPEP/APOBEC3A/ATG16L2/AVPR1B/BCL2L1/CCL5/CD55/CFL1/CHMP1A/CHMP2A/CHMP4B/CLDN9/CLEC4G/CLEC5A/CR1/CTBP2/CTDP1/CXCR4/EDEM2/F11R/FCN1/FURIN/GRK2/GSK3A/GSK3B/GSN/HSPA1A/HSPA1B/HYAL2/ICAM1/IFI27/IFITM2/IGF2R/ITGA5/LAMP1/LGALS9/MGAT1/N4BP1/NECTIN1/NOTCH1/PCBP1/RAB1A/RAB1B/RAB43/RAB7A/RNASEL/SELPLG/SP1/SRPK1/ST3GAL2/ST6GALNAC2/ST6GALNAC3/ST6GALNAC4/TNIP1/TPCN2/TRIM21/TRIM25/TRIM8/TSG101/VAPA/VPS37B/VPS37C/WWP2/ZBED1/ZFP36/ZNFX1	67	MEbrown
GO:0051092	GO:0051092	positive regulation of NF-kappaB transcription factor activity	33/1648	154/18903	1.01264736524344e-06	3.44826914950817e-05	2.57059008688509e-05	ADAM8/AIM2/ARHGEF2/BCL10/CD36/CFLAR/CLEC7A/FLOT1/FLOT2/HSPA1A/HSPA1B/IL18/IL1RAP/IRAK3/LGALS9/MYD88/NLRP3/NOD2/NTSR1/PLCG2/RIPK4/S100A12/S100A8/SLCO3A1/SPHK1/STAT3/TLR4/TLR6/TLR9/TNFRSF11A/TRIM21/TRIM25/TRIM8	33	MEbrown
GO:0031667	GO:0031667	response to nutrient levels	73/1648	474/18903	1.16263505041912e-06	3.86953846441754e-05	2.88463480841426e-05	ACSL1/ADM/APAF1/ATG7/ATP2B1/BCL10/CBL/CD68/CHSY1/CNR1/CPEB4/CYBA/CYBB/CYP1B1/DAP/DDIT3/DSC2/ELAPOR1/F5/F7/FES/FNIP1/FOXO3/G6PD/GABARAP/GABARAPL2/GLUL/GNAI2/HFE/IGF1R/KCNB1/KL/LAMP2/LRCOL1/LRRK2/MAP1LC3B/MAP1LC3B2/MAP3K5/MAPK14/MAPK3/MN1/MTMR3/NCOA1/NFE2L2/NOD2/NR1H2/NUAK2/OXT/PLIN3/PPM1D/PTGS2/RALB/RARA/RIPOR1/RRAGC/RRAGD/RXRA/SH3GLB1/SLC8A1/SOD2/SORL1/SP1/SPP1/TFEB/TGFBR2/TNFRSF11A/TPCN2/TRIM25/TRPV4/ULK1/VDR/ZFP36/ZFYVE1	73	MEbrown
GO:0050920	GO:0050920	regulation of chemotaxis	43/1648	230/18903	1.3399651025842e-06	4.4041660008438e-05	3.28318497538981e-05	BST1/C5AR1/C5AR2/CAMK1D/CCL5/CCR2/CXCR2/CXCR4/CYRIB/DAPK2/DUSP3/F2RL1/F7/FPR2/GPSM3/IL12A/IL6R/LGALS9/LPAR1/LYN/MAPK3/MOSPD2/NEDD9/NOD2/NOTCH1/PADI2/PDGFD/PPM1F/RAC1/RAC2/RIN3/RIPOR2/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SLC8B1/SLIT1/SPI1/STX3/TGFB1/TNFSF14/TRPV4	43	MEbrown
GO:1901214	GO:1901214	regulation of neuron death	55/1648	325/18903	1.34569662222353e-06	4.4041660008438e-05	3.28318497538981e-05	ADAM8/ADORA2A/ARRB2/BCL2L1/BCL2L11/BTBD10/BTG2/CBL/CCL5/CEBPB/CHGA/CHMP4B/CHP1/CORO1A/CPEB4/CTSZ/DDIT3/DNAJC5/EGLN1/EGLN2/EGR1/EPHB1/FOXB1/FOXO3/G6PD/GRN/GSK3A/GSK3B/INPP5A/ITGAM/ITGB2/KCNB1/LRRK2/MAP2K4/MAP3K11/MAP3K5/MCL1/NAIP/NMNAT1/PICALM/PPT1/PSEN1/RHOA/RILPL1/SIX1/SNCA/SOD2/SORL1/SULT1A4/TLR4/TLR6/TNFRSF1B/TRPM2/TYROBP/ZNF746	55	MEbrown
GO:0050770	GO:0050770	regulation of axonogenesis	33/1648	156/18903	1.37372921172269e-06	4.47107115262893e-05	3.3330609312632e-05	CDKL5/CYFIP1/DBN1/DIP2B/DISC1/EFNA1/EFNA5/FGF13/GSK3B/IFRD1/KIAA0319/MARK2/MBP/NDEL1/PAK1/PAK2/PLXNA2/PLXNB2/PLXNC1/PSEN1/PTEN/RTN4/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SIPA1L1/SLIT1/SPP1/TIAM2/TWF2/ULK1	33	MEbrown
GO:0031668	GO:0031668	cellular response to extracellular stimulus	47/1648	262/18903	1.49170281329547e-06	4.8283633368811e-05	3.59941245637287e-05	ASGR1/ATG7/ATP2B1/CBL/CD68/CPEB4/DAP/DSC2/ELAPOR1/FES/FNIP1/FOXO3/GABARAP/GABARAPL2/GLUL/IGF1R/KCNB1/KIF26A/LAMP2/LRRK2/LYN/MAP1LC3B/MAP1LC3B2/MAP3K5/MAPK3/MN1/MTMR3/NCOA1/NFE2L2/NUAK2/PLIN3/PPM1D/PPP1R9B/PTPRC/RALB/RIPOR1/RRAGC/RRAGD/RXRA/SH3GLB1/SIPA1/SP1/TFEB/TNFRSF11A/ULK1/VDR/ZFYVE1	47	MEbrown
GO:0002709	GO:0002709	regulation of T cell mediated immunity	23/1648	89/18903	1.51903799768533e-06	4.88997423189305e-05	3.64534168900961e-05	ARID5A/CCR2/CD1D/CD55/CEACAM1/CLEC4G/CYRIB/FADD/HFE/HLA-B/HLA-E/IL12A/IL12B/IL18/IL1R1/IL4I1/KLRC1/LILRB4/NLRP3/NOD2/PTPRC/TNFRSF1B/WAS	23	MEbrown
GO:0043087	GO:0043087	regulation of GTPase activity	61/1648	376/18903	1.56647262049797e-06	5.01526641703998e-05	3.73874357706953e-05	ADAP1/ADAP2/ARAP1/ARAP3/ARHGAP22/ARHGAP24/ARHGAP25/ARHGAP27/ARHGAP9/ARRB2/ASAP1/BCL6/CCL5/CCPG1/CDKL5/CORO1C/CPEB2/CRK/EFNA5/EVI5/F11R/F2RL1/FGD3/FGD4/GMIP/GSK3B/IQGAP1/IQSEC1/LRRK2/MAP4K4/NDEL1/NEDD9/PICALM/PLXNA2/PLXNB2/PLXNC1/PREX1/RALBP1/RALGAPA2/RAPGEF2/RAPGEF3/RASGRP4/RGL2/RGL4/RGMA/RGS10/RGS14/RHOG/RIPOR2/SBF2/SIPA1/SIPA1L1/SIPA1L2/SNX18/SOS2/TBC1D1/TBC1D10B/TBC1D14/TBC1D2/TIAM2/VAV1	61	MEbrown
GO:0002228	GO:0002228	natural killer cell mediated immunity	21/1648	77/18903	1.66826278141677e-06	5.31228975423039e-05	3.96016632948551e-05	ARRB2/CEACAM1/CLNK/CORO1A/CRK/HLA-B/HLA-E/IL12A/IL12B/IL18/KLRC1/LAMP1/LGALS9/LYST/PLEKHM2/PTPN6/RNF19B/STAT5B/TUBB4B/UNC13D/VAV1	21	MEbrown
GO:0001558	GO:0001558	regulation of cell growth	66/1648	422/18903	2.19676212169355e-06	6.77545846015534e-05	5.05091847434857e-05	ADAM15/ARHGEF11/BCL6/CDA/CDC42/CDKL5/CEACAM1/CTDP1/CXCR4/CYBA/CYFIP1/DBN1/DIP2B/DISC1/EFNA5/EGLN2/ENO1/EXTL3/FGF13/G6PD/GSK3A/GSK3B/H3-3A/H3-3B/HSPA1A/HSPA1B/HYAL1/HYAL2/IFRD1/KAZALD1/KIAA0319/KIF26A/MUL1/NDEL1/OGFR/OSGIN2/PPP1R9B/PPT1/PSRC1/PTPRJ/RHOA/RPS6KA1/RTN4/S100A8/SDCBP/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SERTAD3/SGK1/SHTN1/SIPA1/SLC9A1/SLIT1/SPAG9/SPHK1/SPOCK1/SPP1/ST20/SYT2/TGFB1/TSG101/TWF2/ULK1/WFDC1	66	MEbrown
GO:1990845	GO:1990845	adaptive thermogenesis	33/1648	160/18903	2.47755394397354e-06	7.44656647140209e-05	5.55121109251213e-05	ACSL1/ADAMTS5/ARRDC3/CCR2/CD36/CEBPB/CXCR4/DDIT3/DHRS7B/G0S2/GRB10/ID1/IGF1R/IL18/IL4R/IP6K1/KDM6B/MFN2/NOTCH1/NR1H2/NRDC/OXT/PCTP/RBPJ/SLC25A44/SORL1/SYK/TFE3/TLE3/TLR4/TRPV4/ZBTB7B/ZNF516	33	MEbrown
GO:1901653	GO:1901653	cellular response to peptide	60/1648	373/18903	2.52358172687798e-06	7.50829290557484e-05	5.59722645642474e-05	AGTRAP/ARHGEF2/ATP2B1/BAIAP2/BCL2L11/CASP4/CD36/CEACAM1/CFLAR/CPEB2/CRK/CSK/CYBA/CYFIP1/CYP1B1/ESRRA/FOXO3/FPR2/GAB1/GNAI2/GRB10/GRB2/GSK3A/GSK3B/HDAC5/ICAM1/ID1/IGF1R/JAK3/KL/LRP1/LYN/NCOA1/NDEL1/NFE2L2/NGFR/NOD2/OSBPL8/PKM/PPP1R9B/PRKCD/PSEN1/PTPRE/PXN/RAB31/SLC9A1/SOCS3/SORL1/SP1/STAT3/STAT5A/STAT5B/TLR4/TLR6/VIM/ZBTB7B/ZDHHC7/ZFP36L1/ZNF106/ZNF592	60	MEbrown
GO:0050878	GO:0050878	regulation of body fluid levels	62/1648	390/18903	2.56996461301684e-06	7.55782562436638e-05	5.63415173991665e-05	ABAT/ACTB/ADM/ADORA2A/ANXA5/ATP7B/CD36/CD59/CEACAM1/CHRM3/CLIC1/CYBA/DGKG/EMILIN2/ENTPD1/EXT1/F11R/F12/F2RL1/F5/F7/FERMT3/FOXB1/FUNDC2/GNAI2/GNAQ/HK2/HRNR/HYAL2/IL18/LYN/MAPK14/MERTK/MTX1/NEURL1/NFE2/NFE2L2/NR1H2/OPRL1/OXT/P2RX1/PLAU/PLAUR/PLCG2/PPP3CA/PRKACA/PRKCD/PROS1/PTPN6/SERPINA1/SH2B3/STAT5A/STAT5B/SYK/THBD/TLN1/TLR4/TRPV4/VAV1/VDR/WAS/ZBTB7B	62	MEbrown
GO:0010563	GO:0010563	negative regulation of phosphorus metabolic process	68/1648	441/18903	2.57093809214325e-06	7.55782562436638e-05	5.63415173991665e-05	ADAR/ADORA2A/ARRB2/BOD1L1/CBFA2T3/CBL/CD300A/CDA/CDKN1C/CEACAM1/CHP1/CORO1C/CSK/CTDSP2/DNAJC3/DUSP3/DUSP6/FKBP1A/GNAI2/GNAQ/GRB10/GSK3A/GSK3B/HDAC4/HHEX/HIPK3/HMGCR/HYAL2/IQGAP1/IRAK3/LATS2/LILRB4/LRP1/LRRK1/LRRK2/LYN/MIDN/MLLT1/MVP/MYADM/NIBAN1/NLRP12/PAK2/PPM1F/PPP1R9B/PPP2R5A/PRKAR1A/PRKCD/PSEN1/PTEN/PTPN6/PTPRC/PTPRJ/RASSF2/RGS14/SH2B3/SH3BP5L/SIRPA/SLC8A1/SNCA/SOCS3/SORL1/SPAG9/STAT3/STYXL1/TGFB1/TRIB1/TSG101	68	MEbrown
GO:0033006	GO:0033006	regulation of mast cell activation involved in immune response	13/1648	34/18903	2.5915477442234e-06	7.55782562436638e-05	5.63415173991665e-05	ADGRE2/CD300A/FES/FGR/GAB2/IL4R/LGALS9/LYN/PTPN6/RAC2/STXBP2/SYK/UNC13D	13	MEbrown
GO:0150076	GO:0150076	neuroinflammatory response	20/1648	73/18903	2.71400701758148e-06	7.83736046106496e-05	5.84253729481422e-05	ADORA2A/C5AR1/GRN/IFNGR1/IFNGR2/IL18/ITGAM/ITGB2/LRP1/LRRK2/MMP9/PLCG2/PSEN1/PTGS2/PTPRC/SNCA/SPHK1/TLR9/TNFRSF1B/TYROBP	20	MEbrown
GO:0044000	GO:0044000	movement in host	36/1648	183/18903	2.82975442960989e-06	8.09227346836497e-05	6.0325679511152e-05	ANPEP/AVPR1B/CBL/CD55/CHMP1A/CHMP2A/CHMP4B/CLDN9/CLEC4G/CLEC5A/CR1/CXCR4/F11R/FCN1/FURIN/GRK2/GSN/HSPA1A/HSPA1B/HYAL2/ICAM1/IFITM2/ITGA5/LAMP1/LGALS9/NECTIN1/RAB7A/SELPLG/TPCN2/TRIM21/TRIM25/TRIM8/TSG101/VAPA/VPS37B/WWP2	36	MEbrown
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	23/1648	93/18903	3.44055849409308e-06	9.35157831655608e-05	6.97134518072563e-05	ADAM8/BCL10/BCL2L1/BCL2L11/BCL3/BCL6/CCL5/CXCR2/EFNA1/FADD/FNIP1/HCAR2/HCLS1/JAK3/LGALS9/LYN/MERTK/NOD2/PIK3CD/PRELID1/PTEN/RAPGEF2/TSC22D3	23	MEbrown
GO:0060142	GO:0060142	regulation of syncytium formation by plasma membrane fusion	12/1648	30/18903	3.61205834066802e-06	9.71627200222616e-05	7.24321432216629e-05	ADAM9/CD53/CFLAR/EHD1/FLOT1/IL4R/MAPK14/PLEKHO1/RAPGEF3/RIPOR2/TNFSF14/TYROBP	12	MEbrown
GO:0044089	GO:0044089	positive regulation of cellular component biogenesis	74/1648	498/18903	3.78380200696753e-06	0.000100861437208352	7.51894354516244e-05	ARAP1/ARHGEF10L/ASAP1/BAIAP2/BCL2L11/BID/CD36/CDC42/CDC42EP1/CDC42EP3/CDC42EP4/CHGA/CHMP2A/CLEC7A/CRACD/CYFIP1/DEF8/EFNA5/ELAPOR1/EPHB1/F2RL1/FES/FLOT1/FNIP1/GPSM2/GRB2/GSK3B/HCK/HSPA1A/HSPA1B/HYAL1/ID1/IL1RAP/LCP1/LPAR1/MAP4K4/MARK4/MED25/MSN/MYD88/NDEL1/NEURL1/NR1H2/NRG1/OXT/PAK1/PLCG2/PLEKHM1/PPM1F/PSRC1/PTPRJ/PXN/RAB7A/RAC1/RAC2/RALB/RAPGEF3/RHOA/RIPOR2/SDCBP/SEMA4A/SH3GLB1/SLITRK4/SNCA/SNX18/SYK/TAL1/TGFB1/TLR4/TLR6/TSG101/TWF2/ULK1/VASP	74	MEbrown
GO:0010975	GO:0010975	regulation of neuron projection development	67/1648	446/18903	7.45573402096549e-06	0.000187699697083366	0.000139924976767737	ATP8A2/BAIAP2/CAMK1D/CDKL5/CFL1/CFLAR/CNR1/CRK/CUX1/CYFIP1/DBN1/DENND5A/DGKG/DIP2B/DISC1/EFNA1/EFNA5/EHD1/FES/FGF13/GRN/GSK3A/GSK3B/HECW2/ID1/IFRD1/IGF1R/KIAA0319/LPAR1/LRRK2/LYN/MARK2/MBP/NDEL1/NDRG4/NFE2L2/NTNG2/PAK1/PAK2/PLXNA2/PLXNB2/PLXNC1/PPP3CA/PSEN1/PTEN/RAPGEF2/RGMA/RHOA/RTN4/SCARF1/SEMA3B/SEMA4A/SEMA4B/SEMA6B/SHTN1/SIPA1L1/SLIT1/SPOCK1/SPP1/STYXL1/TIAM2/TRIM67/TRPV4/TWF2/ULK1/VIM/ZNF804A	67	MEbrown
GO:0043304	GO:0043304	regulation of mast cell degranulation	12/1648	32/18903	7.99543329066729e-06	0.000200430202192855	0.000149415219210141	ADGRE2/CD300A/FES/FGR/GAB2/IL4R/LGALS9/LYN/RAC2/STXBP2/SYK/UNC13D	12	MEbrown
GO:0071260	GO:0071260	cellular response to mechanical stimulus	19/1648	73/18903	1.08409186261994e-05	0.000261737096831723	0.000195117827905538	BCL10/CNN2/CYBA/F11R/FADD/IGF1R/IRF1/KCNJ2/LTBR/MAP2K4/MAP3K2/MAPK3/MYD88/PTGS2/SLC9A1/TLR4/TLR8/TNFRSF1A/TNFSF14	19	MEbrown
GO:0002456	GO:0002456	T cell mediated immunity	25/1648	113/18903	1.11425481724273e-05	0.000266832322291745	0.000198916178756383	ARID5A/CCR2/CD1D/CD55/CEACAM1/CLEC4G/CYRIB/FADD/HFE/HLA-B/HLA-E/ICAM1/IL12A/IL12B/IL18/IL1R1/IL4I1/JAG1/KLRC1/LILRB4/NLRP3/NOD2/PTPRC/TNFRSF1B/WAS	25	MEbrown
GO:0007035	GO:0007035	vacuolar acidification	12/1648	33/18903	1.15704265510104e-05	0.000275687565721572	0.000205517519890359	ATP6V0A1/ATP6V0B/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/CLN6/DMXL2/GRN/PPT1/SLC11A1/TCIRG1	12	MEbrown
GO:0033674	GO:0033674	positive regulation of kinase activity	72/1648	496/18903	1.16165396658318e-05	0.000275687565721572	0.000205517519890359	ACSL1/ADAM8/ADAM9/BCL10/CAB39/CACUL1/CAMKK1/CAMKK2/CASS4/CCL5/CCNY/CD300A/CDC42/CSK/DAZAP2/DLG4/EFNA1/EFNA5/EGR1/EPHA10/EPHB1/FAM20A/FCGR1A/FGF13/FGR/IGF1R/IL12B/IL18/IL6R/IQGAP1/LMTK2/LRRK2/LYN/MAP3K11/MAP3K5/MAPRE3/MARK2/MERTK/MOB3A/NCF1/NEDD9/NEURL1/NOD2/NRG1/OSBPL8/PAK1/PAK2/PDGFD/PRKCD/PSEN1/PSRC1/PTPRC/RALB/RAPGEF2/RASSF2/RHOA/S100A12/SLC11A1/SNCA/SPDYA/SPDYE14/STK3/STRADB/SYK/TGFA/TGFB1/TGFBR2/TLR4/TLR6/TLR9/TNFRSF11A/UNC119	72	MEbrown
GO:0009612	GO:0009612	response to mechanical stimulus	38/1648	211/18903	1.32734000275769e-05	0.00030664156691159	0.000228592878906299	ATP8A2/BCL10/BTG2/CNN2/CXCR4/CYBA/F11R/FADD/GSN/IGF1R/IRF1/JUND/KCNC1/KCNJ2/KCNQ1/KIAA0319/LHFPL5/LTBR/MAP2K4/MAP3K2/MAPK14/MAPK3/MYD88/NFKBIA/PTGS2/RAF1/RHOA/RYR2/SLC8A1/SLC9A1/TGFBR2/TLR4/TLR8/TMEM120A/TNFRSF11A/TNFRSF1A/TNFSF14/TRPV4	38	MEbrown
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	21/1648	87/18903	1.35445645725311e-05	0.000310470933450509	0.000231447566645914	ARRB2/CD1D/CEACAM1/CRK/CYRIB/F2RL1/FADD/HLA-B/HLA-E/ICAM1/IL12A/IL12B/ITGAM/KLRC1/LAMP1/LGALS9/PTPRC/SPI1/STAT5B/TYROBP/VAV1	21	MEbrown
GO:0071453	GO:0071453	cellular response to oxygen levels	33/1648	175/18903	1.81997619514385e-05	0.000409216784946276	0.000305059890965856	ADAM8/ATG7/ATP6V0D1/ATP6V1A/BNIP3L/CBL/CFLAR/CPEB2/CPEB4/CYBB/E2F1/EGLN1/EGLN2/EGR1/ENO1/ERO1A/FOXO3/JUND/LPAR1/NFE2L2/NOL3/NOTCH1/NPEPPS/PGK1/PLK3/PTEN/PTGS2/RBPJ/SLC8A1/SLC9A1/TMBIM6/VASN/ZFP36L1	33	MEbrown
GO:0000272	GO:0000272	polysaccharide catabolic process	9/1648	20/18903	1.96668168537085e-05	0.000438853098807563	0.000327152950214003	AOAH/CHIT1/GAA/MGAM/PGM2/PPP1R3B/PPP1R3D/PYGL/PYGM	9	MEbrown
GO:0043312	GO:0043312	neutrophil degranulation	7/1648	12/18903	2.02066889675332e-05	0.000447509792134353	0.000333606277691129	ITGAM/ITGB2/PRAM1/PTAFR/SPI1/STXBP2/SYK	7	MEbrown
GO:0071887	GO:0071887	leukocyte apoptotic process	25/1648	117/18903	2.10252472031841e-05	0.000461247131251743	0.000343847087275375	ADAM8/BCL10/BCL2L1/BCL2L11/BCL3/BCL6/CCL5/CXCR2/EFNA1/FADD/FNIP1/GLI3/HCAR2/HCLS1/JAK3/LGALS9/LYN/MERTK/NOD2/PIK3CD/PLEKHO2/PRELID1/PTEN/RAPGEF2/TSC22D3	25	MEbrown
GO:0006968	GO:0006968	cellular defense response	15/1648	52/18903	2.41456157056742e-05	0.000522947875448995	0.000389843300015761	ADORA2A/BCL10/C5AR1/CCR2/CD300C/CLEC5A/CXCR2/IL1RL2/LILRB2/LSP1/MNDA/NCF1/NCF2/TCIRG1/TYROBP	15	MEbrown
GO:0043547	GO:0043547	positive regulation of GTPase activity	46/1648	283/18903	2.76489965757365e-05	0.000585900139667856	0.000436772486611029	ADAP1/ADAP2/ARAP1/ARAP3/ARHGAP22/ARHGAP24/ARHGAP25/ARHGAP27/ASAP1/CCL5/CDKL5/CORO1C/CRK/EVI5/F11R/F2RL1/GMIP/GSK3B/IQSEC1/MAP4K4/NDEL1/NEDD9/PICALM/PREX1/RALBP1/RALGAPA2/RAPGEF2/RAPGEF3/RASGRP4/RGL2/RGL4/RGMA/RGS10/RGS14/RHOG/SIPA1/SIPA1L1/SIPA1L2/SNX18/SOS2/TBC1D1/TBC1D10B/TBC1D14/TBC1D2/TIAM2/VAV1	46	MEbrown
GO:0071868	GO:0071868	cellular response to monoamine stimulus	23/1648	105/18903	2.92187523891116e-05	0.000612553986919062	0.000456642198791435	ARRB2/CHRM2/CHRM3/DRD3/GNAI3/GNB1/GSK3A/GSK3B/HRH2/ID1/KCNQ1/KLF16/LRRK2/MAPK3/NCSTN/NSG2/OR10H1/PRKACA/PRMT5/RYR2/SLC9A1/SNCA/SULT1A4	23	MEbrown
GO:0071870	GO:0071870	cellular response to catecholamine stimulus	23/1648	105/18903	2.92187523891116e-05	0.000612553986919062	0.000456642198791435	ARRB2/CHRM2/CHRM3/DRD3/GNAI3/GNB1/GSK3A/GSK3B/HRH2/ID1/KCNQ1/KLF16/LRRK2/MAPK3/NCSTN/NSG2/OR10H1/PRKACA/PRMT5/RYR2/SLC9A1/SNCA/SULT1A4	23	MEbrown
GO:0043434	GO:0043434	response to peptide hormone	62/1648	421/18903	2.98176063513226e-05	0.000622891911402985	0.000464348837990736	ADM/AGRP/AGTRAP/ATP2B1/BAIAP2/BTG2/CEACAM1/CFLAR/CPEB2/CRK/CSK/CYBA/CYBB/CYFIP1/CYP1B1/EGR1/ESRRA/F7/GAB1/GNAI2/GRB10/GRB2/GSK3A/GSK3B/HDAC5/IGF1R/JAK3/JUND/KCNQ1/KL/LTA4H/LYN/MAPK14/NCOA1/NDEL1/NFE2L2/OSBPL8/OXT/PKM/PRKCD/PTGS2/PTPRE/PXN/RAB31/SLC24A4/SLC9A1/SOCS3/SORL1/SORT1/SP1/STAT3/STAT5A/STAT5B/TIMP4/TNFRSF11A/TNFSF10/TRPV4/ZBTB7B/ZDHHC7/ZFP36L1/ZNF106/ZNF592	62	MEbrown
GO:0031589	GO:0031589	cell-substrate adhesion	56/1648	369/18903	3.0478799395008e-05	0.000630002130652604	0.000469649311453272	ACTN1/ADAM15/ADAM9/BCL2L11/BCL6/BST1/CASS4/CD36/CD63/CDC42/CORO1A/CORO1C/CRK/DISC1/DOCK5/DUSP3/EFNA1/EFNA5/EPHB1/FERMT3/GSK3B/ID1/ITGA5/ITGAM/ITGAX/ITGB2/ITGB4/JAG1/MADCAM1/MAP4K4/MEGF9/MERTK/MYADM/NEDD9/NOTCH1/NTNG2/PLAU/PPM1F/PREX1/PTEN/PTPRJ/PXN/RAB1A/RAC1/RAC2/RHOA/RIN2/SLC9A1/SPOCK1/TLN1/TRIOBP/TRIP6/UNC13D/VAMP3/VIT/ZYX	56	MEbrown
GO:0055067	GO:0055067	monovalent inorganic cation homeostasis	31/1648	164/18903	3.07001661765261e-05	0.000632359017293409	0.000471406305809594	ADORA2A/ATP6V0A1/ATP6V0B/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/AVPR1B/CHP1/CLN6/DMXL2/DRD3/EXT1/GNAI2/GRN/KCNJ2/KCNQ1/LRRK2/MAFG/MAPK3/OXT/PPT1/RAB7A/SLC11A1/SLC12A6/SLC12A9/SLC8A1/SLC9A1/SLC9C2/TASL/TCIRG1	31	MEbrown
