ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type	
GO:00070151	GO:0007015	actin filament organization	43/856	435/18862	1.47E-06	0.000840551	0.000740607	ABI1/ABITRAM/ACTR2/ACTR3/ARPC2/AVIL/BIN3/C9orf72/CAPZA1/CAPZB/CORO1B/CORO7/CUL3/DBNL/DMTN/EFS/ELMO1/ESPNL/FCHSD2/FHOD1/FSCN1/INPPL1/JAK2/MARCKSL1/MCU/MICAL1/MTPN/MYO5A/PLEK/PPFIA1/PTK2B/RICTOR/ROCK1/SH3KBP1/SRF/SSH1/TJP1/TPM3/TRIM27/VIL1/WASF2/WIPF1/WNT11	43	green
GO:0002262	GO:0002262	myeloid cell homeostasis	21/856	145/18862	2.47E-06	0.001196446	0.001054185	ACVR1B/ADAM17/AHSP/ALAS1/ALAS2/ARID4A/ARNT/DMTN/HIF1A/IL6/JAK2/PDE4B/PIK3CB/PKNOX1/PRKDC/PTBP3/RB1/SLC4A1/SP3/SRF/VEGFA	21	green
GO:00075961	GO:0007596	blood coagulation	36/856	342/18862	2.52E-06	0.001196446	0.001054185	ADRA2A/AKAP10/CAPZA1/CAPZB/CLEC1B/DMTN/DOCK8/GAS6/GNA11/GNA13/HBB/HBD/IFNA5/IL6/JAK2/JMJD1C/KRT1/LCP2/MAPK1/MICAL1/MYH9/PDGFRA/PDPK1/PIK3CB/PIK3CG/PIK3R5/PLEK/PRKCB/PRKG1/PRTN3/RAB27A/SLC4A1/SRF/STXBP3/USF1/VAV3	36	green
GO:00508171	GO:0050817	coagulation	36/856	347/18862	3.51E-06	0.001542974	0.00135951	ADRA2A/AKAP10/CAPZA1/CAPZB/CLEC1B/DMTN/DOCK8/GAS6/GNA11/GNA13/HBB/HBD/IFNA5/IL6/JAK2/JMJD1C/KRT1/LCP2/MAPK1/MICAL1/MYH9/PDGFRA/PDPK1/PIK3CB/PIK3CG/PIK3R5/PLEK/PRKCB/PRKG1/PRTN3/RAB27A/SLC4A1/SRF/STXBP3/USF1/VAV3	36	green
GO:00024461	GO:0002446	neutrophil mediated immunity	46/856	499/18862	4.29E-06	0.001634026	0.001439736	ACTR2/ADAM10/ADAM17/ARHGAP45/ARSA/ATP6AP2/B4GALT1/BIN2/CD44/CD58/DBNL/DDX3X/DEGS1/DOCK2/GALNS/GLIPR1/HBB/HEBP2/HEXB/HVCN1/IDH1/IL6/IRAG2/IST1/KCMF1/KRT1/MANBA/MAPK1/MMP8/NFKB1/OLFM4/PAFAH1B2/PIGR/PLD1/PRTN3/PTPRN2/RAB10/RAB18/RAB27A/RAP1A/ROCK1/STK10/STXBP3/TMEM30A/XRCC5/YPEL5	46	green
GO:0036257	GO:0036257	multivesicular body organization	9/856	31/18862	6.40E-06	0.002283401	0.002011898	CHMP1B/CHMP2B/CHMP3/HGS/IST1/RAB11A/RAB27A/STAM2/VPS4B	9	green
GO:00433121	GO:0043312	neutrophil degranulation	44/856	485/18862	1.04E-05	0.002881872	0.002539209	ACTR2/ADAM10/ARHGAP45/ARSA/ATP6AP2/B4GALT1/BIN2/CD44/CD58/DBNL/DDX3X/DEGS1/DOCK2/GALNS/GLIPR1/HBB/HEBP2/HEXB/HVCN1/IDH1/IRAG2/IST1/KCMF1/KRT1/MANBA/MAPK1/MMP8/NFKB1/OLFM4/PAFAH1B2/PIGR/PLD1/PRTN3/PTPRN2/RAB10/RAB18/RAB27A/RAP1A/ROCK1/STK10/STXBP3/TMEM30A/XRCC5/YPEL5	44	green
GO:0097581	GO:0097581	lamellipodium organization	15/856	89/18862	1.04E-05	0.002881872	0.002539209	ACTR2/ACTR3/ARPC2/ATP7A/AVIL/BIN3/CAPZB/CD44/CORO1B/DMTN/DNM2/FSCN1/VAV3/VIL1/WASF2	15	green
GO:00022831	GO:0002283	neutrophil activation involved in immune response	44/856	488/18862	1.21E-05	0.003136755	0.002763786	ACTR2/ADAM10/ARHGAP45/ARSA/ATP6AP2/B4GALT1/BIN2/CD44/CD58/DBNL/DDX3X/DEGS1/DOCK2/GALNS/GLIPR1/HBB/HEBP2/HEXB/HVCN1/IDH1/IRAG2/IST1/KCMF1/KRT1/MANBA/MAPK1/MMP8/NFKB1/OLFM4/PAFAH1B2/PIGR/PLD1/PRTN3/PTPRN2/RAB10/RAB18/RAB27A/RAP1A/ROCK1/STK10/STXBP3/TMEM30A/XRCC5/YPEL5	44	green
GO:00325351	GO:0032535	regulation of cellular component size	36/856	370/18862	1.48E-05	0.003510806	0.003093361	ABITRAM/ACTR2/ACTR3/ARPC2/ATP7A/AVIL/CAPZA1/CAPZB/CLN3/CORO1B/CREB1/DBNL/DMTN/DNM2/FCHSD2/GDI1/IST1/KEL/LAMTOR5/MTPN/PLEK/PTK2B/RAB11A/RAB21/RB1CC1/RICTOR/SEMA4D/SPART/SRF/SSH1/TRIM27/VAV3/VEGFA/VIL1/WASF2/WDTC1	36	green
GO:0048193	GO:0048193	Golgi vesicle transport	36/856	372/18862	1.66E-05	0.003667253	0.003231206	ACSL3/ACTR1A/ANK1/AP1G1/AP2A1/ARCN1/ARF4/CAPZA1/CAPZB/CLN3/COPA/COPB2/CORO7/CSNK1D/CUL3/DNM2/GAS6/GGA3/GOLGA2/GOLGA5/GORASP1/KIF1C/LMAN2/MIA2/MYO5A/PHAF1/PLPP3/RAB10/SCAP/SEC16B/SEC23B/SEC24D/SPAST/TAPBP/TMEM115/TRAPPC12	36	green
GO:0018205	GO:0018205	peptidyl-lysine modification	37/856	391/18862	2.09E-05	0.004410525	0.003886101	ARID4A/ARNT/ATP7A/BAZ1A/BRD4/BRD8/BRPF3/CREBBP/CRTC2/DNMT3B/EP300/FLCN/GLYR1/JARID2/KAT6A/KMT2B/KMT2D/MACROH2A1/MSL3/MUC1/NUP153/NUP50/NUP58/PHF20L1/PIAS1/RELA/RPS6KA5/RTF1/SETD1B/SETD7/SIRT7/TADA2B/TOPORS/TPR/VCPKMT/ZMIZ1/ZMPSTE24	37	green
GO:00421191	GO:0042119	neutrophil activation	44/856	500/18862	2.20E-05	0.004480709	0.00394794	ACTR2/ADAM10/ARHGAP45/ARSA/ATP6AP2/B4GALT1/BIN2/CD44/CD58/DBNL/DDX3X/DEGS1/DOCK2/GALNS/GLIPR1/HBB/HEBP2/HEXB/HVCN1/IDH1/IRAG2/IST1/KCMF1/KRT1/MANBA/MAPK1/MMP8/NFKB1/OLFM4/PAFAH1B2/PIGR/PLD1/PRTN3/PTPRN2/RAB10/RAB18/RAB27A/RAP1A/ROCK1/STK10/STXBP3/TMEM30A/XRCC5/YPEL5	44	green
GO:0051091	GO:0051091	positive regulation of DNA-binding transcription factor activity	28/856	266/18862	3.21E-05	0.005985612	0.005273905	AGER/APP/CHUK/CRTC2/EP300/IL6/JAK2/KRAS/LAMTOR5/LRRFIP1/MTPN/NFKB1/PLPP3/PRDX3/PRKCB/PRKD2/RELA/RIPK3/RNF41/RPS6KA5/SRF/TAB2/TIRAP/TRIM27/TRIM34/UBA52/UBB/VEGFA	28	green
GO:00900661	GO:0090066	regulation of anatomical structure size	43/856	493/18862	3.36E-05	0.005985612	0.005273905	ABITRAM/ACTR2/ACTR3/ADRA2A/ADRB1/ARPC2/ATP1A2/ATP7A/AVIL/CAPZA1/CAPZB/CLN3/CORO1B/CREB1/DBNL/DMTN/DNM2/FCHSD2/GDI1/IST1/ITGA1/KCNMB4/KEL/LAMTOR5/MTPN/PLEK/PRKG1/PTK2B/RAB11A/RAB21/RB1CC1/RICTOR/ROCK1/SEMA4D/SPART/SRF/SSH1/TRIM27/VAV3/VEGFA/VIL1/WASF2/WDTC1	43	green
GO:0030212	GO:0030212	hyaluronan metabolic process	9/856	39/18862	4.85E-05	0.007487102	0.006596864	ABCC5/AP2A1/CD44/CEMIP2/CLTC/HAS1/HEXB/ITIH3/NFKB1	9	green
GO:00430871	GO:0043087	regulation of GTPase activity	42/856	487/18862	5.35E-05	0.00803365	0.007078426	ABR/ADRB1/AFDN/AGAP7P/ARHGAP1/ARHGAP15/ARHGAP19/ARHGAP45/BNIP2/CCDC125/CDC42SE1/DOCK2/DOCK8/FAM13A/FLCN/GAPVD1/GDI1/GIT2/NPRL3/PLEKHG6/PLXND1/PRKG1/PRTN3/PTK2B/PTPRN2/RAP1A/RASA4B/RGL3/RGS3/RICTOR/RUNDC1/SEC23B/SEMA4D/SNX13/STXBP5/TAGAP/TBC1D15/TBC1D3L/TBC1D9/VAV3/VPS9D1/WNT11	42	green
GO:2000117	GO:2000117	negative regulation of cysteine-type endopeptidase activity	13/856	80/18862	5.95E-05	0.008664932	0.007634646	CARD8/CD44/DDX3X/DNAJB6/GAS6/HERPUD1/IFI16/LAMTOR5/MICAL1/PRDX3/RFFL/VEGFA/VIL1	13	green
GO:00435471	GO:0043547	positive regulation of GTPase activity	37/856	411/18862	6.07E-05	0.008664932	0.007634646	ABR/ADRB1/AFDN/AGAP7P/ARHGAP1/ARHGAP15/ARHGAP19/ARHGAP45/BNIP2/CCDC125/DOCK2/DOCK8/FAM13A/FLCN/GAPVD1/GDI1/GIT2/NPRL3/PLEKHG6/PRTN3/PTK2B/RAP1A/RASA4B/RGL3/RGS3/RUNDC1/SEC23B/SEMA4D/SNX13/STXBP5/TAGAP/TBC1D15/TBC1D3L/TBC1D9/VAV3/VPS9D1/WNT11	37	green
GO:0000209	GO:0000209	protein polyubiquitination	32/856	337/18862	6.94E-05	0.00942652	0.008305679	AREL1/CUL3/DDX3X/FBXL20/FBXL3/FBXO38/FBXO7/MARCHF5/MARCHF7/MARCHF8/PSME3/RC3H1/RFFL/RLIM/RMND5A/RNF111/RNF146/RNF167/RNF217/RNF40/RNF41/TOPORS/TRIM27/TRIM34/UBA52/UBB/UBE2H/UBE2QL1/UBE4B/UBOX5/UNKL/WSB1	32	green
GO:00512581	GO:0051258	protein polymerization	29/856	294/18862	7.66E-05	0.009931851	0.008750925	ABITRAM/ACTR2/ACTR3/ARPC2/AVIL/CAPZA1/CAPZB/CASQ1/CHMP3/CLIP1/CORO1B/CORO7/CSNK1D/DBNL/DMTN/DNM2/FCHSD2/GOLGA2/HDGFL3/JAK2/MTPN/NIN/PTK2B/RICTOR/SSH1/TRIM27/TUBGCP3/VIL1/WASF2	29	green
GO:19029031	GO:1902903	regulation of supramolecular fiber organization	34/856	370/18862	8.00E-05	0.010143227	0.008937168	ABITRAM/ACTR2/ACTR3/APC/APP/ARPC2/AVIL/C9orf72/CAPZA1/CAPZB/CLIP1/COLGALT1/CORO1B/DBNL/DMTN/FCHSD2/FHOD1/HDGFL3/KATNB1/MTPN/NIN/PLEK/PPFIA1/PTK2B/RB1/RICTOR/ROCK1/SPAST/SSH1/TJP1/TRIM27/VIL1/WASF2/WNT11	34	green
GO:0030032	GO:0030032	lamellipodium assembly	12/856	72/18862	8.81E-05	0.010931146	0.009631401	ACTR2/ACTR3/ARPC2/ATP7A/AVIL/BIN3/CAPZB/DMTN/DNM2/FSCN1/VAV3/WASF2	12	green
GO:0010508	GO:0010508	positive regulation of autophagy	16/856	120/18862	0.000105014	0.01221049	0.010758627	C9orf72/FBXO7/FLCN/HIF1A/PAFAH1B2/PIK3CB/PIM2/ROCK1/SPTLC1/SPTLC2/TMEM59/TP53INP1/TRIM27/TRIM34/WAC/ZC3H12A	16	green
GO:0048010	GO:0048010	vascular endothelial growth factor receptor signaling pathway	14/856	96/18862	0.000105988	0.01221049	0.010758627	ABI1/ARNT/ELMO1/HGS/HIF1A/MMRN2/PIK3CB/PRKCB/PRKD2/PTK2B/ROCK1/VAV3/VEGFA/WASF2	14	green
GO:0071214	GO:0071214	cellular response to abiotic stimulus	31/856	330/18862	0.000109118	0.01221049	0.010758627	ATP1A2/CASP1/CASP9/CLN3/CREBBP/CUL4B/DDX3X/DNM2/EP300/FAS/GNA11/GUCA1A/HSPA5/HVCN1/IFI16/MAP3K1/MFAP4/MTPN/NFKB1/NIPBL/OXSR1/POLD3/PTN/RAB11B/TANK/TNFRSF10B/TP53INP1/WNT11/XPC/XRCC5/ZMPSTE24	31	green
GO:0104004	GO:0104004	cellular response to environmental stimulus	31/856	330/18862	0.000109118	0.01221049	0.010758627	ATP1A2/CASP1/CASP9/CLN3/CREBBP/CUL4B/DDX3X/DNM2/EP300/FAS/GNA11/GUCA1A/HSPA5/HVCN1/IFI16/MAP3K1/MFAP4/MTPN/NFKB1/NIPBL/OXSR1/POLD3/PTN/RAB11B/TANK/TNFRSF10B/TP53INP1/WNT11/XPC/XRCC5/ZMPSTE24	31	green
GO:0060324	GO:0060324	face development	9/856	44/18862	0.000132484	0.014001618	0.012336785	CLDN5/EP300/MAPK1/NIPBL/PDGFRA/SGPL1/SKI/SRF/ZFAND5	9	green
GO:0009314	GO:0009314	response to radiation	38/856	447/18862	0.000160795	0.016684726	0.014700863	ABCA7/APP/ATP1A2/BHLHE40/CASP9/CREB1/CREBBP/CUL4B/DNM2/DNMT3B/EP300/FBXL3/GNA11/GUCA1A/HIF1A/HSPA5/IFI16/INTS3/KRAS/MFAP4/NIPBL/NPTN/PIAS1/PITPNM1/POLD3/PPP1CB/PRKDC/PTN/RELA/TANK/TICRR/TP53INP1/TXN/UBE4B/USF1/XPC/XRCC5/ZMPSTE24	38	green
GO:0002429	GO:0002429	immune response-activating cell surface receptor signaling pathway	40/856	481/18862	0.000173781	0.017161286	0.015120759	ABI1/ACTR2/ACTR3/ARPC2/BTN2A1/CHUK/CREBBP/ELF2/ELMO1/EP300/FYB1/HLA-A/IGHV3-49/IGHV7-4-1/IGKV1-39/IGKV3D-20/IGLC7/KRAS/LCP2/MAPK1/MUC1/NFKB1/NFKBID/PDE4B/PDPK1/PIK3CB/PRKCB/PRKD2/PSME3/RAP1A/RC3H1/RELA/RPS6KA5/SPPL3/TAB2/VAV3/WASF2/WIPF1/WIPF3/ZC3H12A	40	green
GO:0002757	GO:0002757	immune response-activating signal transduction	40/856	481/18862	0.000173781	0.017161286	0.015120759	ABI1/ACTR2/ACTR3/ARPC2/BTN2A1/CHUK/CREBBP/ELF2/ELMO1/EP300/FYB1/HLA-A/IGHV3-49/IGHV7-4-1/IGKV1-39/IGKV3D-20/IGLC7/KRAS/LCP2/MAPK1/MUC1/NFKB1/NFKBID/PDE4B/PDPK1/PIK3CB/PRKCB/PRKD2/PSME3/RAP1A/RC3H1/RELA/RPS6KA5/SPPL3/TAB2/VAV3/WASF2/WIPF1/WIPF3/ZC3H12A	40	green
GO:0010171	GO:0010171	body morphogenesis	9/856	46/18862	0.000189818	0.017997308	0.015857375	ATP6AP2/CLDN5/EP300/FUZ/NIPBL/PDGFRA/SGPL1/SKI/ZNF281	9	green
GO:0036120	GO:0036120	cellular response to platelet-derived growth factor stimulus	6/856	20/18862	0.000192367	0.017997308	0.015857375	ATP7A/CORO1B/CREB1/HAS1/MARS1/PTN	6	green
GO:1905475	GO:1905475	regulation of protein localization to membrane	21/856	194/18862	0.000204645	0.018837255	0.016597451	ACSL3/ADAM10/CLN3/CLTC/DMTN/GDI1/GPC4/PDPK1/PPFIA1/PTN/RAB11A/RAMP3/RAP1A/RHOQ/SLC1A1/SSH1/STX7/TMEM59/VIL1/YWHAB/YWHAH	21	green
GO:00018191	GO:0001819	positive regulation of cytokine production	37/856	437/18862	0.000211435	0.019153292	0.016875909	ADAM17/ADRA2A/AGER/APP/ARNT/ATP6AP2/CARD8/CASP1/CCDC88B/CD46/CD58/CHUK/CREB1/CREBBP/DDX3X/EP300/HIF1A/HLA-A/IFI16/IFNL1/IL16/IL6/JAK2/LAMTOR5/LRRFIP1/LY96/MMP8/NFKB1/NLRP1/PDE4B/PRKD2/PRKDC/RELA/STAT6/TIRAP/WNT11/XRCC5	37	green
GO:0008306	GO:0008306	associative learning	11/856	68/18862	0.000226145	0.020165804	0.017768032	ABCA7/ACTR2/APP/ATP1A2/CLN3/CREB1/HIF1A/KRAS/NPTN/PIAS1/SRF	11	green
GO:1990778	GO:1990778	protein localization to cell periphery	30/856	329/18862	0.00023548	0.020442066	0.018011444	ACSL3/ADAM10/AFDN/ANK1/CACNG4/CLN3/CLTC/FYB1/GAS6/GGA3/GORASP1/GPC4/MYO5A/PDPK1/PHAF1/PPFIA1/RAB10/RAB11A/RAB40C/RAMP3/RAP1A/RAPSN/RHOQ/ROCK1/SLC1A1/SLC4A1/SLMAP/STX7/TMEM59/VIL1	30	green
GO:0036119	GO:0036119	response to platelet-derived growth factor	6/856	21/18862	0.000259029	0.022038842	0.01941836	ATP7A/CORO1B/CREB1/HAS1/MARS1/PTN	6	green
GO:0030213	GO:0030213	hyaluronan biosynthetic process	5/856	14/18862	0.00027032	0.022038842	0.01941836	ABCC5/AP2A1/CLTC/HAS1/NFKB1	5	green
GO:0031958	GO:0031958	corticosteroid receptor signaling pathway	5/856	14/18862	0.00027032	0.022038842	0.01941836	ARID1A/ARNTL/JAK2/NR3C1/YWHAH	5	green
GO:0007229	GO:0007229	integrin-mediated signaling pathway	14/856	106/18862	0.000308076	0.024419333	0.021515803	ADAM10/CCM2/CUL3/DMTN/FYB1/ITGA1/ITGA11/ITGAD/MYH9/PLEK/PLPP3/PTK2B/PTN/VAV3	14	green
GO:00516561	GO:0051656	establishment of organelle localization	36/856	431/18862	0.000331801	0.025939571	0.02285528	ACTN4/ACTR2/ACTR3/AP3S2/ATP6AP1/CHMP1B/CHMP2B/CLN3/CSNK1D/CUL3/DNM2/FAM91A1/FHOD1/GOLGA2/GORASP1/HIF1A/IRAG2/KATNB1/KIF1C/MYH9/MYO5A/PDPK1/PIK3CG/RAB11A/RAB11B/RAB27A/RHOT1/SEC16B/SEC24D/SPAST/STARD3/SYNJ1/TRAK1/TRAPPC12/UBB/VPS4B	36	green
GO:0010720	GO:0010720	positive regulation of cell development	27/856	290/18862	0.000341267	0.026319076	0.023189661	ACTR2/ARPC2/ATP6AP1/CLDN5/DBNL/DICER1/DMTN/DNM2/GDI1/HIF1A/IL6/IST1/NIN/NPTN/OLFM4/PLXND1/PRKDC/PTN/RAB11A/RAB21/RELA/SEMA4D/SKIL/SPEN/SRF/VEGFA/XRCC5	27	green
GO:00098961	GO:0009896	positive regulation of catabolic process	37/856	450/18862	0.000373681	0.027665016	0.024375565	ABCD1/ADRA2A/AGO2/APC/APP/AREL1/ARNT/C9orf72/CSNK1A1/CSNK1D/FBXO7/FLCN/GGA3/HERPUD1/HIF1A/IL6/PAFAH1B2/PIAS1/PIK3CB/PIM2/PTK2B/RC3H1/RNF217/RNF40/RNF41/ROCK1/SIRT6/SPTLC1/SPTLC2/TMEM59/TP53INP1/TRIM27/TRIM34/WAC/YTHDF3/ZC3H12A/ZYG11B	37	green
GO:00336191	GO:0033619	membrane protein proteolysis	10/856	61/18862	0.000386944	0.027953001	0.024629308	ADAM10/ADAM17/ADRA2A/APH1B/MYH9/NFKB1/PRTN3/RELA/ROCK1/SPPL3	10	green
GO:0070922	GO:0070922	small RNA loading onto RISC	4/856	9/18862	0.000441891	0.031134218	0.027432269	AGO1/AGO2/CLP1/DICER1	4	green
GO:0006109	GO:0006109	regulation of carbohydrate metabolic process	21/856	206/18862	0.000463378	0.03225	0.028415381	AP2A1/APP/ARNT/CLTC/EP300/FBP1/HIF1A/NCOA2/NFKB1/NUP153/NUP50/NUP58/PDK3/PLEK/PPP1CB/PTK2B/SIRT7/SLC4A1/SOGA1/TPR/ZMPSTE24	21	green
GO:0090287	GO:0090287	regulation of cellular response to growth factor stimulus	27/856	296/18862	0.000470771	0.032369777	0.028520916	ADAM17/ADAMTS12/ARNT/BAMBI/CREBBP/DNM2/EP300/FLCN/FUZ/HGS/HIF1A/HSPA5/MMRN2/NPTN/PDPK1/PIK3CB/PRKCB/PRKD2/RNF111/SKI/SKIL/SMAD6/SPART/UBA52/UBB/ZDHHC17/ZNF423	27	green
GO:0051261	GO:0051261	protein depolymerization	14/856	112/18862	0.000544994	0.036166064	0.031865813	APC/AVIL/CAPZA1/CAPZB/DMTN/HDGFL3/KATNB1/MICAL1/MTPN/PLEK/SPAST/SYNJ1/VIL1/VPS4B	14	green
GO:0010922	GO:0010922	positive regulation of phosphatase activity	7/856	33/18862	0.000586786	0.038054377	0.033529601	ITGA1/JAK2/PLEK/PPP1R12A/PPP1R15B/RIPK3/VRK3	7	green
GO:0043254	GO:0043254	regulation of protein-containing complex assembly	36/856	446/18862	0.000626806	0.039700248	0.034979773	ABITRAM/ACTR2/ACTR3/ARPC2/AVIL/CAPZA1/CAPZB/CLIP1/CORO1B/CREB1/CUL4B/DBNL/DDX3X/DMTN/EP300/FCHSD2/FSCN1/HSPA5/MPP7/MTPN/NCLN/NIN/PLEK/PTK2B/RB1/RICTOR/SMAD6/SSH1/STXBP5/TIRAP/TRAPPC12/TRIM27/VEGFA/VIL1/VPS18/WASF2	36	green
GO:0030833	GO:0030833	regulation of actin filament polymerization	18/856	169/18862	0.000687322	0.041071743	0.036188193	ABITRAM/ACTR2/ACTR3/ARPC2/AVIL/CAPZA1/CAPZB/CORO1B/DBNL/DMTN/FCHSD2/MTPN/PTK2B/RICTOR/SSH1/TRIM27/VIL1/WASF2	18	green
GO:0001701	GO:0001701	in utero embryonic development	29/856	335/18862	0.000693097	0.041071743	0.036188193	ACVR1B/ADAM10/ARNT/ARNT2/ATP7A/CCM2/CERT1/CNOT3/CUL3/FLCN/HIF1A/KIDINS220/KRT19/MAPK1/MYH9/NBN/PDGFRA/POU5F1/RTF1/RUNDC1/SEC24D/SKIL/SP3/SRF/STK4/VEGFA/WDTC1/ZFAND5/ZMIZ1	29	green
GO:0110053	GO:0110053	regulation of actin filament organization	25/856	273/18862	0.000709379	0.041071743	0.036188193	ABITRAM/ACTR2/ACTR3/ARPC2/AVIL/C9orf72/CAPZA1/CAPZB/CORO1B/DBNL/DMTN/FCHSD2/FHOD1/MTPN/PLEK/PPFIA1/PTK2B/RICTOR/ROCK1/SSH1/TJP1/TRIM27/VIL1/WASF2/WNT11	25	green
GO:1904896	GO:1904896	ESCRT complex disassembly	4/856	10/18862	0.000710071	0.041071743	0.036188193	CHMP1B/CHMP2B/IST1/VPS4B	4	green
GO:1904903	GO:1904903	ESCRT III complex disassembly	4/856	10/18862	0.000710071	0.041071743	0.036188193	CHMP1B/CHMP2B/IST1/VPS4B	4	green
GO:2000628	GO:2000628	regulation of miRNA metabolic process	4/856	10/18862	0.000710071	0.041071743	0.036188193	NFKB1/RC3H1/RELA/ZC3H12A	4	green
GO:0010498	GO:0010498	proteasomal protein catabolic process	38/856	483/18862	0.000728929	0.041599952	0.036653596	AREL1/ARNTL/CCDC47/CSNK1A1/CSNK1D/CUL3/CUL4B/EDEM3/FBXL20/FBXL3/FBXO33/FBXO38/HERPUD1/HSPA5/JKAMP/KCTD2/MAN1A1/MARCHF7/MTM1/PIAS1/PSME3/RFFL/RHBDD2/RHBDF1/RMND5A/RNF217/RNF40/RNF41/SEL1L/SIRT6/TOPORS/UBA52/UBB/UBE2H/UBE4B/USP19/WAC/ZYG11B	38	green
GO:0008356	GO:0008356	asymmetric cell division	5/856	17/18862	0.000745741	0.041732787	0.036770636	ACTR2/ACTR3/GOLGA2/POU5F1/RAB10	5	green
GO:00226041	GO:0022604	regulation of cell morphogenesis	27/856	305/18862	0.000745881	0.041732787	0.036770636	ACTN4/ACTR2/ARHGAP15/ARPC2/BAMBI/BRWD3/CAPZB/CD44/CDC42SE1/CORO1B/DBNL/DMTN/DNM2/HEXB/MYH9/OLFM4/PLXND1/PRKDC/PTK2B/PTN/RAB21/RHOQ/SEMA4D/SH3KBP1/VEGFA/VIL1/ZMPSTE24	27	green
GO:0031098	GO:0031098	stress-activated protein kinase signaling cascade	25/856	276/18862	0.000830573	0.044299829	0.03903245	ADORA2B/AGER/ANKRD6/APP/CCM2/CHUK/DBNL/FAS/GADD45B/MAPK1/MLKL/MMP8/NFKB1/PHLPP1/PTK2B/RB1CC1/RELL1/STK4/TAB2/TIRAP/UBA52/UBB/VEGFA/ZC3H12A/ZMPSTE24	25	green
GO:0002755	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	7/856	35/18862	0.000853534	0.04510294	0.039740069	LY96/MAP3K1/TAB2/TIRAP/TLR10/UBA52/UBB	7	green
GO:0007179	GO:0007179	transforming growth factor beta receptor signaling pathway	20/856	202/18862	0.000903942	0.047328388	0.041700905	ADAM17/BAMBI/CGN/CLDN5/CREB1/CREBBP/DNM2/EP300/FLCN/HSPA5/PDPK1/RNF111/SKI/SKIL/SMAD6/UBA52/UBB/USP15/USP9X/ZMIZ1	20	green
hsa05161	hsa05161	Hepatitis B	27/416	162/8273	2.93E-08	9.10E-06	6.86E-06	ATP6AP1/CASP9/CHUK/CREB1/CREB3L3/CREBBP/DDX3X/EP300/FAS/IFNA5/IL6/JAK2/KRAS/MAP2K6/MAP3K1/MAPK1/NFKB1/PIK3CB/PRKCB/PTK2B/RB1/RELA/STAT6/TAB2/TIRAP/TYK2/YWHAB	27	green
hsa051351	hsa05135	Yersinia infection	23/416	137/8273	2.78E-07	4.30E-05	3.24E-05	ACTR2/ACTR3/ARPC2/CASP1/CHUK/ELMO1/FYB1/GIT2/IL6/LCP2/MAP2K6/MAPK1/NFKB1/PIK3CB/PKN2/PTK2B/RELA/ROCK1/TAB2/VAV3/WASF2/WIPF1/WIPF3	23	green
hsa041441	hsa04144	Endocytosis	32/416	251/8273	9.66E-07	9.98E-05	7.52E-05	ACTR2/ACTR3/AP2A1/ARF4/ARPC2/CAPZA1/CAPZB/CHMP1B/CHMP2B/CHMP3/CLTC/DNM2/GIT2/HGS/HLA-A/IST1/PDGFRA/PLD1/PSD4/RAB10/RAB11A/RAB11B/RAB11FIP4/RNF41/RUFY1/SH3KBP1/SPART/STAM2/VPS4B/WASHC4/WIPF1/WIPF3	32	green
hsa051301	hsa05130	Pathogenic Escherichia coli infection	27/416	197/8273	1.72E-06	0.000133284	0.000100472	ABI1/ACTR2/ACTR3/ARPC2/CASP1/CASP9/CHUK/CLDN5/FAS/GNA13/IL6/MAPK1/MYH11/MYH9/MYO5A/NFKB1/RELA/ROCK1/SEC24D/TAB2/TIRAP/TJP1/TNFRSF10B/TUBA3D/WASF2/WIPF1/WIPF3	27	green
hsa051321	hsa05132	Salmonella infection	30/416	249/8273	6.84E-06	0.000423993	0.000319614	ABI1/ACTR1A/ACTR2/ACTR3/AHNAK2/ARPC2/CASP1/CHUK/DNM2/ELMO1/FHOD1/IL6/KPNA1/KPNA4/LY96/MAP2K6/MAPK1/MLKL/NFKB1/PIK3CB/PIK3CG/RELA/RIPK3/TAB2/TCF7L1/TIRAP/TNFRSF10B/TUBA3D/TXN/VPS18	30	green
hsa051671	hsa05167	Kaposi sarcoma-associated herpesvirus infection	25/416	194/8273	1.27E-05	0.000603006	0.000454558	CASP9/CHUK/CREB1/CREBBP/EP300/FAS/HIF1A/HLA-A/IFNA5/IL6/JAK2/KRAS/MAP2K6/MAPK1/NFKB1/PIK3CB/PIK3CG/PIK3R5/RB1/RELA/TCF7L1/TYK2/UBA52/UBB/VEGFA	25	green
hsa042171	hsa04217	Necroptosis	22/416	159/8273	1.36E-05	0.000603006	0.000454558	CAMK2G/CASP1/CHMP1B/CHMP2B/CHMP3/FAS/H2AB1/H2AB2/H2AB3/H2AC21/H2AZ1/IFNA5/JAK2/MACROH2A1/MLKL/PLA2G4F/RIPK3/SPATA2/STAT6/TNFRSF10B/TYK2/VPS4B	22	green
hsa054171	hsa05417	Lipid and atherosclerosis	26/416	215/8273	2.65E-05	0.001028212	0.000775087	AGER/CAMK2G/CASP1/CASP9/CHUK/CYP2B6/FAS/HSPA5/IFNA5/IL6/JAK2/KRAS/LY96/MAP2K6/MAPK1/NFKB1/PDPK1/PIK3CB/PLCB2/RAP1A/RELA/TAB2/TANK/TIRAP/TNFRSF10B/VAV3	26	green
